"","X","ID","y","Number.of.Cylinders","material.grade","Lubrication","Valve.Type","Bearing.Vendor","Fuel.Type","Compression.ratio","cam.arrangement","Cylinder.arragement","Turbocharger","Varaible.Valve.Timing..VVT.","Cylinder.deactivation","Direct.injection","main.bearing.type","displacement","piston.type","Max..Torque","Peak.Power","Crankshaft.Design","Liner.Design.","TestA","TestB","TestA","TestB"
"940",940,940,"pass",8,"d","L3","C","V5","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"941",941,941,"fail",8,"c","L3","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"942",942,942,"pass",4,"f","L1","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"943",943,943,"pass",4,"b","L1","A","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","fail","pass","fail","pass"
"944",944,944,"fail",4,"c","L4","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"945",945,945,"fail",8,"c","L2","D","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"946",946,946,"fail",6,"f","L1","D","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"947",947,947,"pass",6,"f","L3","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"948",948,948,"pass",6,"f","L4","A","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"949",949,949,"fail",8,"c","L3","D","V1","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","fail","pass","fail"
"950",950,950,"pass",8,"e","L2","D","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"951",951,951,"pass",8,"a","L1","B","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"952",952,952,"fail",6,"f","L3","A","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"953",953,953,"pass",4,"f","L2","B","V2","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"954",954,954,"fail",4,"g","L3","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"955",955,955,"fail",8,"c","L2","B","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD2","fail","pass","fail","pass"
"956",956,956,"fail",4,"c","L3","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"957",957,957,"fail",8,"c","L3","C","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"958",958,958,"fail",4,"c","L4","D","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD2","fail","pass","fail","pass"
"959",959,959,"pass",4,"b","L3","C","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"960",960,960,"pass",6,"f","L2","A","V6","petrol","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"961",961,961,"fail",8,"a","L4","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","fail","pass","fail"
"962",962,962,"fail",4,"f","L2","A","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"963",963,963,"pass",6,"f","L1","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"964",964,964,"fail",4,"c","L2","B","V5","gasoline","low","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"965",965,965,"fail",8,"c","L3","B","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD2","fail","pass","fail","pass"
"966",966,966,"pass",4,"f","L2","B","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"967",967,967,"pass",4,"f","L3","A","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"968",968,968,"pass",4,"f","L4","C","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"969",969,969,"fail",6,"c","L3","B","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"970",970,970,"pass",6,"f","L3","D","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"971",971,971,"fail",6,"a","L4","A","V4","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"972",972,972,"fail",8,"g","L1","B","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"973",973,973,"pass",8,"g","L2","C","V6","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"974",974,974,"fail",6,"f","L3","B","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"975",975,975,"fail",4,"a","L1","C","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"976",976,976,"pass",8,"g","L3","D","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"977",977,977,"fail",6,"c","L1","B","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD1","fail","pass","fail","pass"
"978",978,978,"fail",6,"c","L3","A","V2","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","fail","pass","fail"
"979",979,979,"fail",4,"c","L2","A","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"980",980,980,"pass",4,"c","L4","D","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"981",981,981,"pass",4,"f","L4","A","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"982",982,982,"fail",4,"d","L1","B","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"983",983,983,"fail",4,"c","L4","C","V2","gasoline","high","SOHC","inline","No","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD1","pass","fail","pass","fail"
"984",984,984,"pass",8,"c","L1","A","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"985",985,985,"pass",8,"c","L4","C","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"986",986,986,"fail",8,"a","L2","D","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"987",987,987,"pass",6,"f","L3","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"988",988,988,"pass",6,"a","L4","D","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","pass","pass","pass"
"989",989,989,"pass",8,"c","L1","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"990",990,990,"fail",6,"a","L2","D","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"991",991,991,"pass",4,"c","L2","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"992",992,992,"pass",4,"c","L4","A","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"993",993,993,"fail",6,"c","L2","A","V4","gasoline","high","SOHC","inline","No","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"994",994,994,"fail",8,"g","L4","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"995",995,995,"pass",4,"f","L4","A","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"996",996,996,"fail",6,"a","L2","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD2","LD1","pass","fail","pass","fail"
"997",997,997,"fail",6,"f","L4","B","V4","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"998",998,998,"pass",6,"a","L1","D","V5","gasoline","low","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"999",999,999,"fail",6,"c","L4","B","V4","gasoline","high","SOHC","V","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"1000",1000,1000,"fail",4,"c","L4","D","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"1001",1001,1001,"fail",4,"a","L3","C","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD1","LD2","pass","fail","pass","fail"
"1002",1002,1002,"pass",6,"c","L2","A","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1003",1003,1003,"pass",4,"c","L4","D","V3","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1004",1004,1004,"fail",6,"c","L3","B","V5","gasoline","low","SOHC","V","Yes","Yes","Yes","No","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1005",1005,1005,"pass",4,"c","L4","B","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1006",1006,1006,"fail",8,"g","L4","C","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"1007",1007,1007,"pass",6,"d","L2","D","V4","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1008",1008,1008,"fail",4,"c","L4","B","V1","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"1009",1009,1009,"pass",4,"f","L2","A","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1010",1010,1010,"fail",8,"c","L2","D","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","low","CD1","LD2","pass","fail","pass","fail"
"1011",1011,1011,"fail",4,"c","L1","A","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"1012",1012,1012,"pass",6,"b","L2","D","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","pass","pass","pass"
"1013",1013,1013,"fail",8,"c","L1","D","V4","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1014",1014,1014,"pass",8,"c","L2","C","V5","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","pass","fail","pass","fail"
"1015",1015,1015,"fail",4,"f","L3","B","V3","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"1016",1016,1016,"fail",8,"c","L1","D","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD2","LD2","fail","pass","fail","pass"
"1017",1017,1017,"fail",6,"a","L4","A","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","pass","fail","pass","fail"
"1018",1018,1018,"pass",4,"e","L4","A","V6","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1019",1019,1019,"fail",6,"c","L4","A","V6","gasoline","high","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"1020",1020,1020,"fail",6,"a","L4","D","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"1021",1021,1021,"fail",8,"c","L1","B","V3","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","low","high","CD2","LD2","pass","fail","pass","fail"
"1022",1022,1022,"fail",4,"a","L3","C","V4","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"1023",1023,1023,"pass",8,"c","L1","D","V2","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"1024",1024,1024,"fail",8,"c","L4","C","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"1025",1025,1025,"fail",4,"f","L4","B","V6","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","pass","fail","pass","fail"
"1026",1026,1026,"pass",4,"f","L4","C","V2","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1027",1027,1027,"fail",8,"c","L1","C","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD2","LD1","fail","pass","fail","pass"
"1028",1028,1028,"fail",4,"f","L4","A","V3","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","fail","pass","fail","pass"
"1029",1029,1029,"pass",8,"c","L1","C","V2","gasoline","high","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","low","CD1","LD2","fail","pass","fail","pass"
"1030",1030,1030,"fail",6,"c","L1","C","V2","gasoline","high","SOHC","inline","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","fail","pass","fail","pass"
"1031",1031,1031,"pass",4,"f","L1","D","V1","gasoline","low","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1032",1032,1032,"pass",6,"f","L4","D","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","pass","pass","pass"
"1033",1033,1033,"fail",8,"c","L1","A","V1","gasoline","low","SOHC","V","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
"1034",1034,1034,"pass",6,"c","L3","C","V1","gasoline","low","SOHC","V","Yes","Yes","No","No","Roller","high","linear","high","low","CD1","LD1","pass","fail","pass","fail"
"1035",1035,1035,"fail",8,"e","L2","D","V2","gasoline","high","SOHC","inline","Yes","Yes","Yes","Yes","Roller","high","linear","high","high","CD1","LD2","fail","pass","fail","pass"
"1036",1036,1036,"fail",4,"f","L4","C","V1","gasoline","low","SOHC","inline","Yes","Yes","No","Yes","Roller","high","linear","high","high","CD1","LD1","pass","fail","pass","fail"
